frame,Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,Eye.L_x,Eye.L_y,Eye.L_z,Eye.R_x,Eye.R_y,Eye.R_z,Ear.L_x,Ear.L_y,Ear.L_z,Ear.R_x,Ear.R_y,Ear.R_z,hip.Center_x,hip.Center_y,hip.Center_z
0,0.37809595,-0.30417305,0.10907677,0.19566643,-0.0957917,-0.19237594,0.09629264,0.28276932,-0.07004995,-0.10088727,0.24834476,0.049482077,-0.3031098,-0.02545648,-0.1157038,-0.19292048,-0.37848586,0.07474244,-0.03612777,0.34988216,-0.50664204,0.05588109,0.47378823,-0.3070924,0.0017190352,0.6728818,-0.1385944,-0.21754475,0.66761845,0.040803917,-0.43244755,0.5139512,0.086992756,-0.6405233,0.45694536,-0.039917227,-0.11750691,0.7284843,-0.05263391,-0.1500235,0.9371389,-0.045208357,-0.25370103,0.8463856,-0.1131851,-0.2411893,0.8799516,-0.06352512,-0.21061337,0.88924843,-0.12113759,-0.17589873,0.85788316,0.00875441,-0.10549818,0.8773818,-0.11692838,-0.0022973157465457916,0.26555705070495605,-0.010283935815095901
