frame,Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,Eye.L_x,Eye.L_y,Eye.L_z,Eye.R_x,Eye.R_y,Eye.R_z,Ear.L_x,Ear.L_y,Ear.L_z,Ear.R_x,Ear.R_y,Ear.R_z,hip.Center_x,hip.Center_y,hip.Center_z
31,0.17086318,-0.25301284,-0.6001270000000001,-0.06853505,-0.055329986,-0.2951987,-0.024753373,0.33333325,-0.12449829,0.016304769,0.24882863,0.10810226,-0.19976667,-0.08508919,-0.030836093999999998,-0.19783139,-0.46812898,-0.23279248,-0.21498431,0.5628901,-0.081876144,-0.049003117,0.57400423,-0.27017003,0.008161865,0.7720194,-0.07156195,0.05277114,0.71213174,0.23628241,-0.04458657,0.44467609999999996,0.2832408,-0.28451982,0.49202612,0.22287965,0.022047277999999997,0.8166873,0.09244835400000001,-0.03777938,1.0505269,0.0972154,-0.13261048,0.9302318000000002,0.14401782,-0.09628271,0.9794298,0.16245037,-0.11957017,0.9737995,0.09894931,0.0098864455,0.98421913,0.16799827,-0.039340716,0.9729651,0.022072174,-0.0042243022471666345,0.29108095169067383,-0.00819801539182663
32,0.51010996,-0.2847755,-0.24687728,0.14033934,-0.06711892,-0.21288149,0.008094381999999999,0.32564077,-0.12930034,-0.016860455,0.25911576,0.10449004,-0.27408448,-0.03990398,0.010258821999999999,-0.18039124,-0.42531526,-0.14152725,-0.26091620000000004,0.5210294,-0.1591079,-0.020304801,0.5582905,-0.23001893,0.031700768,0.76571685,-0.05068286,-0.037529606,0.70148623,0.24569559,-0.15732199,0.44542843,0.2520167,-0.35689682,0.50653315,0.114391916,-0.010600448,0.8065880999999999,0.10855809,-0.08240463599999999,1.0316504000000002,0.10254839,-0.17463789999999998,0.9035948,0.09843664,-0.15491258,0.95311403,0.13235725,-0.14652488,0.95084643,0.06581870000000001,-0.06342019,0.96418357,0.18426497,-0.043155427999999996,0.9611579,0.032338448,-0.004383036866784096,0.2923782467842102,-0.012405149638652802
33,0.50811166,-0.28835997,-0.24743226,0.13984936,-0.067781985,-0.21269216,0.008120371,0.32536715,-0.12939313,-0.016882885,0.25877187,0.10451336,-0.27475145,-0.039867666,0.010334717,-0.17930534,-0.42526773,-0.14090651,-0.25964344,0.51968616,-0.15841137,-0.01934984,0.5575005999999999,-0.23020175,0.0320088,0.7650268,-0.050640866,-0.036945782999999996,0.7007063,0.24566433,-0.15600024,0.44423732,0.25228226,-0.3552737,0.50601655,0.11458889400000001,-0.010223969,0.8058368,0.10856277,-0.08231418,1.0307335,0.10237012,-0.17421752,0.902496,0.09815626599999999,-0.15470603,0.9520618000000001,0.13207850000000002,-0.14617528,0.9497758,0.0655703,-0.063369215,0.9633778000000001,0.18413076,-0.042802677000000004,0.9603056999999999,0.032339387000000004,-0.0043812571093440065,0.2920694947242737,-0.012439884245395659
34,0.5329745,-0.32605922,-0.15847526,0.18302666,-0.070527695,-0.14690757,-0.004698433,0.30544640000000006,-0.13839704,-0.007918879,0.27422062,0.106062666,-0.2737092,-0.02727245,0.036699742,-0.16009489999999998,-0.42162663,-0.07262445,-0.28550315,0.48954144,-0.113229044,-0.09514928,0.5254228,-0.27537444,-0.039497226,0.75592446,-0.12464441,-0.0011012284,0.7365453000000001,0.18124279999999998,0.0124199195,0.47610837,0.2893559,-0.21833311,0.46324056,0.20319359,-0.039122265,0.8155522,0.033848267,-0.11606812,1.0347539000000001,0.03924519,-0.21052237,0.90839076,0.05281315,-0.18340945,0.95763373,0.082586475,-0.18820521,0.9553709,0.015468596000000001,-0.08371081,0.9665673,0.11564721,-0.09348494,0.96369904,-0.036479555,-0.006308656185865402,0.2898334860801697,-0.016167186200618744
35,0.4820705,-0.34682494,0.06155908,0.21801442,-0.07397968,-0.119839504,0.09016967,0.3127486,-0.07535786,-0.09926849,0.26386679999999996,0.053759467000000005,-0.29328537,0.0025070459,-0.15058136,-0.2262395,-0.4037575,-0.07111598599999999,-0.1996943,0.5143167000000001,-0.39485854,-0.00408123,0.54010046,-0.24016628,0.010190141,0.75173825,-0.076344125,-0.16830584,0.70324695,0.15474300000000002,-0.21094292,0.44116175,0.14331241,-0.35617232,0.49982774,-0.042046457999999995,-0.09220135,0.79652715,0.045518722000000005,-0.15921205,1.0090948,0.086531386,-0.23128310000000002,0.9132259,-0.015346318500000001,-0.23271915,0.9404319999999999,0.04149954,-0.19324204,0.963976,-0.0071611702,-0.17812173,0.9153766999999999,0.12634556,-0.087333515,0.96845174,0.017615356000000002,-0.004549410194158554,0.28830772638320923,-0.010799197480082512
36,0.5246031,-0.32648119999999997,0.01091652,0.25508565,-0.044730563,-0.14501463,0.095340386,0.30939642,-0.06645755,-0.10196439999999998,0.26752183,0.049997766,-0.33134004,0.031193776,-0.10873414,-0.3170874,-0.37536424,-0.005950570600000001,-0.12641548,0.43713832,-0.4182002,0.038144592000000005,0.5176044,-0.24467024,0.016012982,0.73903143,-0.09346509,-0.18961358,0.70374644,0.11655117,-0.25534022,0.44471025,0.13866258,-0.35070947,0.45111385,-0.086301826,-0.1024239,0.7887821,0.012410477,-0.18367379999999997,0.99854803,0.03536016,-0.2531619,0.8856982,-0.04868702,-0.2528687,0.91855246,0.0046979394,-0.22043015,0.94008636,-0.049624775,-0.18957809,0.9089716,0.085792765,-0.11372317400000001,0.95747316,-0.035584542999999996,-0.003312006592750549,0.2884591221809387,-0.008229890838265419
37,0.5230198,-0.33164787,0.01742151,0.26899824,-0.037872962999999996,-0.14983286,0.10370236,0.30400142,-0.053404413,-0.10877685,0.27205938,0.037183672,-0.34338415,0.038895044,-0.10708839,-0.37721834,-0.35701227,0.042660985,-0.07457738,0.45744009999999996,-0.43369716,0.08516958,0.51801443,-0.24566534,0.042359865999999996,0.73529893,-0.0871574,-0.20073082,0.70003366,0.080404565,-0.27935302,0.44068208,0.09730849400000001,-0.28619933,0.44066402,-0.14932516,-0.094230704,0.7846550999999999,-0.005181788,-0.17535947,0.99476224,0.0026707104,-0.22718781,0.8862261,-0.09794557,-0.23812877,0.91785693,-0.045170687,-0.1934799,0.9394556999999999,-0.089821644,-0.19558427,0.90419126,0.048082463,-0.09251492,0.9525737,-0.05149217,-0.0025372467935085297,0.2880303859710693,-0.008110370486974716
38,0.522233,-0.33202675,0.01844453,0.26877093,-0.038194012,-0.14939758,0.10374479,0.30396038,-0.053459137999999996,-0.10874899,0.27222088,0.037202574,-0.3438564,0.039935846000000004,-0.107265085,-0.37586513,-0.35542956,0.043890327,-0.07719532,0.46178532,-0.43512740000000005,0.08406176,0.5191920999999999,-0.24748592,0.042229705,0.73566425,-0.08778618,-0.20072982,0.70025176,0.079859115,-0.27933782,0.44089934,0.09651168,-0.28716290000000005,0.44184875,-0.15002799,-0.094179586,0.78492576,-0.005719010300000001,-0.17466258,0.9952728000000001,0.0021231638000000002,-0.22676307,0.8869806999999998,-0.09860942,-0.23766033,0.91862994,-0.04583966,-0.19285864,0.9400783000000001,-0.09041272,-0.19530451,0.9047451999999999,0.0474765,-0.091900945,0.9527939000000001,-0.05193729,-0.002502098679542541,0.2880906462669373,-0.008128281682729721
39,0.48148316,-0.35060617,0.02172902,0.25177768,-0.047508463,-0.15864275,0.10469416,0.3036963,-0.054628972000000005,-0.10729074,0.27521303,0.039328313999999996,-0.34816316,0.051027168,-0.10635546,-0.39115079999999997,-0.34403354,0.041272737000000004,-0.10516627,0.4483647,-0.4081482,0.06904977,0.5058739000000001,-0.23330307,0.045011132999999995,0.73331684,-0.08754674,-0.1985797,0.70094943,0.08186189,-0.28019506,0.44156048,0.09599134,-0.29266515,0.4378485,-0.15037609999999998,-0.09046222,0.78668976,-0.0044969120000000005,-0.16277581,1.0021896000000001,0.00028332436,-0.21670464,0.8958290999999999,-0.10160449,-0.22799679999999997,0.92841643,-0.049418192,-0.18036328,0.9471004999999999,-0.092376985,-0.19007574,0.9130578000000001,0.045988742,-0.08034313,0.9547965,-0.05017485,-0.0012982897460460665,0.2894546687602997,-0.007650328800082206
40,0.40449202,-0.33033809999999997,-0.040593922000000005,0.22313446,-0.01898657,-0.24159823,0.10902372,0.30191490000000004,-0.044590465999999995,-0.10936900000000001,0.27937445,0.031977896,-0.32767645,0.018330941,-0.10070522,-0.45034868,-0.34191546,0.08942698,-0.07953399400000001,0.45331627,-0.41621098,0.0768577,0.5369335999999999,-0.23446184,0.046254962999999996,0.74860704,-0.07758922,-0.20654958,0.7001911,0.07418711,-0.30181026,0.45057902,0.04043131,-0.33572399999999997,0.4616575,-0.20456865,-0.09646946,0.79100394,0.0014455123,-0.19129033,0.9954006,0.022169601,-0.25485860000000005,0.8743192,-0.053959265,-0.25374243,0.9084370999999999,-0.0013560392000000001,-0.22798212,0.9314658000000001,-0.05856314,-0.18458928,0.9078200000000001,0.07452165,-0.12112182,0.9592357,-0.054206897000000004,-0.00017264112830162048,0.2906446754932404,-0.006306285038590431
41,0.36267698,-0.33497941,-0.039050076,0.19716883,-0.02561218,-0.24657097,0.10739069,0.30728075,-0.04903367,-0.10707337,0.28261086,0.036017127,-0.31739008,0.017744265,-0.10614894,-0.4083415,-0.34314279999999997,0.0896322,-0.17150454,0.5488316999999999,-0.42428777,0.02978608,0.56748044,-0.27576009999999995,0.023321937999999997,0.76197827,-0.09736078,-0.21838287,0.70778185,0.070280954,-0.32927287,0.46791756,0.026338957000000003,-0.3600688,0.55729663,-0.19871736,-0.11167341,0.7999191,-0.007974978,-0.20115174,1.0072435,0.016554926,-0.26691765,0.8922945,-0.06736687599999999,-0.2667335,0.9247285,-0.013341268500000001,-0.23630266,0.9481218000000001,-0.06819634,-0.2019695,0.9170914000000001,0.06700596,-0.12822747,0.9699476999999999,-0.056910027,0.00015866011381149292,0.2949458062648773,-0.006508272141218185
42,0.30746073,-0.35280725,-0.0076298555,0.16746598,-0.04900211,-0.25021708,0.10421766,0.31090987,-0.061121434,-0.10235659,0.2856965,0.046018545,-0.31656358,-0.0044562044,-0.07751894,-0.3064104,-0.37946504,0.12236134,-0.20123327,0.5650683000000001,-0.40009272,0.01659801,0.57432103,-0.270175,0.015597353000000001,0.77605677,-0.09466158,-0.21226631,0.7167263,0.094423816,-0.31254625,0.46726635,0.058270335,-0.35650814,0.54648423,-0.17304453,-0.113465495,0.8117144000000001,0.005517881,-0.2068882,1.0204324,0.024972442999999997,-0.27041495,0.9027351,-0.05815402,-0.27152863,0.93673944,-0.004566781,-0.23920181,0.95878845,-0.059234685999999995,-0.208831,0.9307325999999999,0.079019755,-0.13116181,0.980908,-0.045014963,0.0009305365383625029,0.29830318689346313,-0.0075514446943998345
43,0.3174274,-0.36495520000000004,0.016699437,0.18128376,-0.05798598,-0.22658452,0.105273545,0.30987220000000004,-0.058250368,-0.10463229,0.28557602,0.04283222,-0.32075015,0.005430282,-0.095467225,-0.30438042,-0.36675122,0.10784887,-0.2034131,0.5746,-0.4206442,0.011214466999999999,0.57395136,-0.28464818,0.016837973,0.7717721,-0.10400795,-0.21467346,0.7152685999999999,0.07959653400000001,-0.31158346,0.46477795,0.041458352999999996,-0.35299927,0.53507066,-0.19330550000000002,-0.11285695400000001,0.809621,-0.0077338414,-0.20002437,1.0217853000000001,0.0026138674,-0.26169246,0.90567064,-0.08380541,-0.26574200000000003,0.94037205,-0.030969287999999998,-0.22815170000000004,0.96024966,-0.08303915,-0.21024805,0.9330646999999999,0.057581894,-0.12109353,0.9779780999999999,-0.06031963,0.00032062828540802,0.2977241277694702,-0.0077090729027986535
44,0.22415625,-0.40623185,0.01768844,0.14167047,-0.07828951,-0.21536782,0.098980635,0.30952907,-0.069044285,-0.099254735,0.28294998,0.05275736,-0.29806763,-0.019056676,-0.09253687,-0.18258139999999998,-0.39314494,0.05352025,-0.21783492,0.5199492,-0.41089877,-0.0016363887,0.5610126,-0.28603290000000003,0.014877591,0.76585823,-0.11745742,-0.19062288,0.7299154999999999,0.0986422,-0.31246805,0.4895016,0.10295484,-0.4037887,0.51315254,-0.12579535,-0.09871368,0.814082,-0.0057594487,-0.17343415,1.0289363,0.02086112,-0.2568732,0.9135698,-0.04566327,-0.24675167,0.9486283000000001,0.0061421953,-0.22375757,0.96750045,-0.054209556,-0.17057478,0.9412997999999999,0.076913,-0.114136726,0.98348004,-0.060037482999999996,-0.00013704970479011536,0.2962395250797272,-0.008143462240695953
45,0.21452129999999997,-0.40519679999999997,0.060150154000000004,0.13871855,-0.090927005,-0.19129021,0.10068262,0.30639362,-0.066982076,-0.10269818,0.28289512,0.04641587,-0.28053266,-0.03139985,-0.10767675,-0.17533189999999998,-0.38615865,0.08342747,-0.2674434,0.53178346,-0.37609833,-0.03455958,0.56457937,-0.28516132,0.009613779,0.76714617,-0.12862112,-0.19217432,0.7354835999999999,0.082846306,-0.31660998,0.5008031,0.09119953,-0.40515542,0.5352687,-0.13550591,-0.10020713,0.8144861999999999,-0.020851163,-0.1710045,1.0283147,-0.0009545292,-0.25354916,0.91500825,-0.071947016,-0.24598107,0.95036864,-0.019984812,-0.21810889,0.9676681999999999,-0.07863216,-0.17517939999999999,0.9414418,0.05590031,-0.10828623,0.9798125,-0.07694164,-0.0010077767074108124,0.2946443557739258,-0.010283103212714195
46,0.19024603,-0.42574975,0.03597739,0.10581059,-0.09916022,-0.19702673,0.09999339,0.29865047,-0.07252803,-0.09836391,0.28599092,0.05054028,-0.29599458,-0.020418003,-0.090937555,-0.22238499,-0.38773602,0.09432462,-0.25693834,0.54442257,-0.42510706,-0.03358198,0.5650772,-0.30912779999999995,0.020235298,0.75962794,-0.14846386,-0.17851402,0.7428151,0.06019959,-0.31823468,0.5194385,0.07145287,-0.40355507,0.53750545,-0.15968625,-0.08646629,0.8106664000000001,-0.045016702,-0.16050027,1.0213325,-0.031889148,-0.24384652,0.9030973,-0.09327443,-0.23425615,0.940584,-0.043472063,-0.21049836,0.9562074,-0.104331896,-0.15891573,0.937483,0.027994208,-0.10084212,0.9713656999999999,-0.10990108,0.0008147396147251129,0.2923206984996796,-0.010993873700499536
47,0.18618377,-0.4398287,0.011784815,0.10537621400000001,-0.09750448,-0.19574109,0.09901196,0.29745993,-0.07393198,-0.09620753,0.28439283,0.051560916,-0.30159256,-0.01246901,-0.08601138,-0.2526262,-0.38441709999999996,0.093818754,-0.31851515,0.6040675,-0.40088907,-0.082210645,0.5985113000000001,-0.3142566,0.008056873,0.76353335,-0.13984029999999997,-0.1775608,0.7390220000000001,0.07346952,-0.34741473,0.5392927,0.066143245,-0.44094294,0.6066244000000001,-0.15052220000000002,-0.08714892,0.8083438000000001,-0.030007437,-0.13774487,1.0216744,-0.005744653299999999,-0.23378968,0.9209353000000001,-0.07879633,-0.2219641,0.9537684000000001,-0.026427377000000002,-0.19238308,0.9689945,-0.08459249,-0.15241712,0.9350215000000001,0.048767492,-0.08196087,0.9682719999999999,-0.08321631,0.0014022141695022585,0.29092639684677124,-0.011185530573129654
48,0.19067475,-0.43745118,0.007474272,0.09252575,-0.099407434,-0.19623828,0.09646593,0.29437178,-0.07907134,-0.091519915,0.28364253,0.054521743,-0.30565065,-0.009841446,-0.062236995,-0.28247222,-0.38438678,0.11520662,-0.36457345,0.6126845000000001,-0.37325478,-0.12205455,0.6149085999999999,-0.30411020000000005,-0.0064784790000000005,0.7661706,-0.14029907,-0.18387201,0.74537617,0.062218405,-0.37951097,0.5848651999999999,0.015426915,-0.44060582,0.65662706,-0.21343853,-0.09395738,0.8059801999999999,-0.034722745,-0.14166304,1.0162314000000001,-0.014604599999999999,-0.23592174,0.91884404,-0.09441641,-0.22701567,0.95187706,-0.041827437,-0.19197792,0.96488047,-0.09722921,-0.16491017,0.93120486,0.0394237,-0.08224072,0.95951915,-0.08627174,0.0024730078876018524,0.28900715708732605,-0.01227479986846447
49,0.19389805,-0.43364840000000004,0.01664396,0.08802201,-0.10087678,-0.19041902,0.09698227,0.29440778,-0.07863029,-0.09197081,0.28579584,0.05338518,-0.29879463,-0.0112645645,-0.06703398,-0.32396758,-0.39268944,0.09434792,-0.38717312,0.6257043999999999,-0.35522467,-0.13931201,0.62832546,-0.30211288,-0.0020366628,0.766999,-0.14371910000000002,-0.17552522,0.7547793,0.06280054,-0.39296687,0.61676705,0.03652932,-0.47673064,0.6645078000000001,-0.19280495,-0.08495136,0.8105861999999999,-0.037070762,-0.12314921599999999,1.0238646999999998,-0.019095913,-0.21931918,0.9308465,-0.10159073,-0.21053714,0.96394,-0.048824599999999996,-0.17285025,0.9745187,-0.10295282,-0.15273513,0.94052935,0.03517606,-0.06401612599999999,0.96357775,-0.08787136,0.0025057308375835423,0.2901018261909485,-0.012622555717825891
50,0.17632735,-0.4553317,0.08691879,0.09012606,-0.12376960000000001,-0.13616943,0.09644130000000001,0.28834832,-0.078452945,-0.094399065,0.2834345,0.050395202,-0.28496617,-0.023617267999999997,-0.08363278,-0.35828447,-0.40685509999999997,0.0597477,-0.41766164,0.57035875,-0.35820714,-0.17038058,0.6064352,-0.30644846,-0.020078894,0.7476026,-0.15971470000000001,-0.17670152,0.7425286999999999,0.060570896,-0.40099835,0.61308014,0.09480995,-0.55627424,0.60633063,-0.10043145,-0.09790432,0.79627997,-0.048008163,-0.15130323,1.0058947,-0.024136355,-0.25358020000000003,0.8987957000000001,-0.073060475,-0.23353082,0.93422425,-0.025213292,-0.21734455,0.94814104,-0.08851492,-0.14996454,0.922171,0.034392342,-0.109632224,0.95246315,-0.10896762,0.0010211169719696043,0.2858914136886597,-0.014028871431946754
51,0.19325836,-0.4676384,0.05288868,0.08434312,-0.1255428,-0.1483987,0.09310739999999999,0.28563637,-0.08349721,-0.09126038,0.27988824,0.05369916,-0.27694672,-0.043388925,-0.050477084000000005,-0.40302736,-0.42629445,0.058869854000000006,-0.43420833,0.5514668,-0.33294429999999997,-0.19023718,0.61984813,-0.28359118,-0.018240478,0.744749,-0.14701137,-0.15863863,0.7411331999999999,0.07997451,-0.38729393,0.62403864,0.1271216,-0.5854391999999999,0.56596386,-0.020193851999999998,-0.08624053,0.7929601,-0.03171172,-0.13501331,1.0024188,-0.006490192,-0.24024676,0.8968251,-0.05090606,-0.21802378,0.93221724,-0.004140895,-0.20404546,0.9455494000000001,-0.06790615,-0.13271342,0.9193344000000001,0.052346632000000004,-0.09751916,0.9481037,-0.09176882,0.0009235106408596039,0.2827622890472412,-0.014899024739861488
52,0.23665585,-0.47349378,0.01167696,0.086747274,-0.12560481,-0.15707901,0.08535112,0.285688,-0.092024975,-0.085185386,0.27451336,0.06041574,-0.26626020000000006,-0.060646664,-0.012841916,-0.40457758,-0.44337085,0.088453166,-0.47743833,0.5464701999999999,-0.23643716,-0.22988892,0.6248878000000001,-0.22371858,-0.028818162,0.74202967,-0.13489306,-0.14316563,0.7374472,0.10007916,-0.36834526,0.6136993000000001,0.131677,-0.57834285,0.55472875,-0.0025158026,-0.08039198,0.7898932,-0.01512976,-0.12579454,0.9990333,0.01325494,-0.23350161,0.8923770000000001,-0.019773558,-0.20728707,0.9284783000000001,0.02419238,-0.19966495,0.9411871999999999,-0.04063183,-0.11705067,0.91689295,0.07222386,-0.09613623,0.94418925,-0.07416654,8.286535739898682e-05,0.2801007032394409,-0.01580461673438549
53,0.212914,-0.46432185,-1.6260892e-05,0.08687593,-0.11413593,-0.18323205,0.0972702,0.28636408,-0.07961224,-0.09256421,0.28672093,0.050909015999999994,-0.2871077,-0.039164025,-0.029132832,-0.42806178,-0.41355404,0.10726484,-0.43819842,0.5996385000000001,-0.30950409999999995,-0.18382889,0.63992584,-0.26888144,0.006431534,0.7543736999999999,-0.15509522,-0.15047903,0.7513135,0.061040275,-0.37627053,0.62254286,0.04556178,-0.56847817,0.60315365,-0.12464444,-0.065069154,0.80410486,-0.04352381,-0.09974419,1.0156290000000001,-0.016024424,-0.21237972,0.92088443,-0.06926259400000001,-0.18905011,0.9527950000000001,-0.020269457,-0.1706499,0.96672213,-0.08294145,-0.10799160599999999,0.93025655,0.04056473,-0.061980214000000006,0.9600920000000001,-0.10209881,0.0023529939353466034,0.28654250502586365,-0.014351611956954002
54,0.42280070000000003,-0.398319,-0.27470285,0.14260991,-0.10301115,-0.18141682,0.0059862197,0.2730163,-0.12704673,-0.021785775,0.22500589999999998,0.099423386,-0.24115014,-0.083861805,0.03243939,-0.3360889,-0.47909725,-0.057034272999999996,-0.24341689,0.59951854,-0.3805849,-0.014805134,0.55289924,-0.31739482,0.03330391,0.6734606,-0.09772146,-0.10373421,0.66877115,0.12854683,-0.31181479999999995,0.512785,0.105292514,-0.51615024,0.5053988,-0.026434857000000003,-0.032450599999999996,0.7231608,0.016159553,-0.021763192,0.92438585,0.0044628540000000005,-0.16103813,0.85716015,0.01526835,-0.11912678,0.8885761999999999,0.04522667,-0.12432672,0.88907856,-0.02035046,-0.029940413,0.8546166,0.07379746400000001,-0.0374462,0.8555210999999999,-0.06801219,-0.007899777963757515,0.2490110993385315,-0.01381167396903038
55,0.3975594,-0.39474478,-0.30165622,0.10215424,-0.11958489,-0.19122174,0.0053151697,0.26927470000000003,-0.12914135,-0.017508438,0.23121063,0.10012446,-0.24088886,-0.08063572,0.07109601,-0.31583312,-0.48929322,0.023414856,-0.15111558,0.48403323,-0.42814955,0.05824354,0.49330965,-0.30692333,0.05026993,0.6628255999999999,-0.11450425,-0.104642026,0.672639,0.10818948,-0.30550092,0.5016825,0.106919125,-0.5184319000000001,0.45162815,-0.0021012076,-0.027409136,0.72317946,-0.0059134187,-0.012125026,0.9235960999999999,-0.030658199,-0.15225518,0.8619609,-0.006638365,-0.10725178,0.8932858,0.018531306,-0.11720677,0.89085764,-0.0463491,-0.017945386,0.85762495,0.042448945,-0.035330474,0.8517771000000001,-0.09861276,-0.006096634082496165,0.250242680311203,-0.0145084410905838
56,0.22170717,-0.50371325,0.052402317999999996,0.10521152,-0.14035141,-0.10046767,0.088796675,0.27180737,-0.07955779,-0.09694334,0.25803667,0.043923143,-0.23478805,-0.08528392,-0.08096929,-0.34111533,-0.48584777,-0.048341468,-0.29455698,0.45108178,-0.27980316,-0.05797263,0.48686156,-0.22417918,0.026894192999999997,0.69772744,-0.124312684,-0.10893163,0.6938161,0.10189497,-0.19037758,0.45601112,0.14913785,-0.40642983,0.42858859999999993,0.054168757000000005,-0.04420616,0.7573223000000001,-0.014045161,-0.07718839,0.9682940999999999,-0.010702295,-0.17820574,0.86465734,-0.061649248,-0.16403247,0.9035148000000001,-0.016425443999999997,-0.13891281,0.9095175,-0.076944344,-0.09124005,0.8933336,0.05173444,-0.034899876,0.90551984,-0.08005034,-0.0040733329951763144,0.26492202281951904,-0.01781732402741909
57,0.23500861,-0.49746899999999994,0.03706104,0.107420474,-0.13653104,-0.11251774,0.08726539999999999,0.274522,-0.08175192,-0.09517636,0.25814497,0.047144633,-0.23957898,-0.08084555,-0.07766636,-0.34568667,-0.48146197,-0.045216482,-0.30183932,0.45820600000000006,-0.2861131,-0.06490497,0.49235642,-0.23071268,0.01854961,0.70156956,-0.124009386,-0.11001539,0.69450337,0.109294474,-0.18835235,0.45682174,0.16620134,-0.40797612,0.43517396,0.07842497,-0.050728705,0.7594612,-0.009703016,-0.08942175,0.97013164,-0.001916924,-0.19019327,0.8638731,-0.04799387,-0.17425953,0.9026703000000001,-0.003159618,-0.15316448,0.91021734,-0.06507494,-0.0971473,0.8938881999999999,0.060317635999999994,-0.049109954000000004,0.9095475000000001,-0.07500146,-0.003955479711294174,0.2663334906101227,-0.017303643748164173
58,0.25313270000000004,-0.47078016,-0.03131919,0.11000328,-0.11511423,-0.17436162,0.08562398,0.28376374,-0.08359875,-0.08940419999999999,0.2611202,0.056231022,-0.27457947,-0.050256262999999995,-0.0653297,-0.36147654,-0.45228209999999996,-0.0011583886,-0.28401396,0.46776253,-0.3222919,-0.05162087,0.51027405,-0.25142616,0.014895845,0.7129768,-0.11532073,-0.12037144599999999,0.69196427,0.12608892,-0.19557643,0.44865724,0.16983059,-0.39067265,0.4217053,0.033982742999999996,-0.061739499999999996,0.7656536999999999,0.005827572,-0.114645086,0.9763168999999999,0.02547688,-0.20917557,0.86487186,-0.021641228,-0.19347179,0.9024651,0.024563667999999997,-0.17595637,0.9148893,-0.037758656,-0.11315808,0.8959608,0.0845262,-0.07177953,0.9227556999999998,-0.05342889,-0.0018901117146015167,0.2724419832229614,-0.01368386298418045
59,0.29146856,-0.45334056,-0.016203523,0.13500313,-0.11013622599999999,-0.18069938,0.08989115,0.28421599999999997,-0.07851986,-0.09290608,0.25850785,0.053847764000000006,-0.29254425,-0.034801733,-0.08192246,-0.35197943,-0.43750346,0.017985947,-0.2344311,0.4057898,-0.36946285,-0.03176142,0.49388486,-0.25308347,0.017519994,0.7027741999999999,-0.11354519,-0.13867167,0.68193984,0.1191888,-0.23245667,0.44151843,0.16055211,-0.43452168,0.36995724,0.045562584,-0.07050565,0.7577203,0.0035928935,-0.12579583,0.96871334,0.023171999999999998,-0.21843168,0.8568912000000001,-0.025354829,-0.20370549,0.8940828000000002,0.021290053,-0.18597212,0.9072824,-0.040775456,-0.12386148,0.8880815999999999,0.08141193,-0.08182742,0.9162975,-0.055816997,-0.0015074647963047028,0.27136191725730896,-0.01233604736626148
60,0.29468128,-0.4186275,0.01691738,0.13653477,-0.10564131,-0.19049753,0.0931815,0.28295207,-0.07401614,-0.09479793,0.26245034,0.0503979,-0.30063304,-0.020617866999999998,-0.09121041,-0.34948140000000005,-0.4125442,0.04104999,-0.22494243,0.41366252,-0.35749894,-0.021894192000000003,0.4965155,-0.24221747,0.026223969,0.7087498000000001,-0.116515025,-0.13676026,0.6928484,0.10900235,-0.23312929999999996,0.45754802,0.15446852,-0.4412327999999999,0.41309714,0.041324776,-0.0641698,0.76447785,-0.003614272,-0.10935209,0.97485226,0.019624481000000003,-0.20949157,0.8695959000000001,-0.029848597999999997,-0.19179773,0.90491706,0.017411186999999998,-0.17431359999999999,0.9183995999999999,-0.04473216,-0.11157401,0.8930243,0.07594365,-0.06981501,0.92141294,-0.06173508,-0.0008082166314125061,0.2727012038230896,-0.011809119954705238
61,0.27887607,-0.43003774,0.025749227000000003,0.13320404,-0.11076181,-0.17977124,0.09472403,0.28014859999999997,-0.0715479,-0.096822135,0.2642532,0.045507967,-0.2896928,-0.037173804,-0.08217716,-0.35235226,-0.42697227,0.04869929,-0.23129289,0.40214735,-0.31608325,-0.022480236,0.49411798,-0.22019802,0.038263656,0.7090936999999999,-0.115962885,-0.12965898,0.69753134,0.10111477,-0.22030026,0.46118936,0.13738674,-0.42908114,0.40055662,0.03400835,-0.052177314,0.76690865,-0.00751142,-0.08598803,0.9776299,0.015570588,-0.19066066,0.8795086999999999,-0.039182786000000004,-0.17276332,0.91328317,0.009062994,-0.15185425,0.9260165000000001,-0.05210676400000001,-0.096058324,0.8957681999999999,0.070835315,-0.047068417,0.9222196,-0.06447937,-0.0010490529239177704,0.27220088243484497,-0.013019967824220656
